name,time_up,price,year_product,style,status,origin,KM,local,box_car,fuel
VinFast LUX A2.0  2021,18/11/2021,681000000,2021,Sedan,Mới,Trong nước,0,Tp.HCM,Số tự động,Xăng
VinFast LUX A2.0  2021,18/11/2021,881000000,2021,Sedan,Mới,Trong nước,0,Bình Dương,Số tự động,Xăng
VinFast LUX A2.0  2021,18/11/2021,881000000,2021,Sedan,Mới,Trong nước,0,Tp.HCM,Số tự động,Xăng
Toyota Corolla Cross  2021,18/11/2021,720000000,2021,SUV,Mới,Nhập khẩu,0,Hà Nội,Số tự động,Xăng
Toyota Fortuner  2021,18/11/2021,995000000,2021,SUV,Mới,Trong nước,0,Hà Nội,Số tự động,
Hyundai Tucson  2021,18/11/2021,755000000,2021,SUV,Mới,Nhập khẩu,0,Tp.HCM,Số tự động,Xăng
Hyundai Santa Fe  2021,18/11/2021,1010000000,2021,SUV,Mới,Trong nước,0,Tp.HCM,Số tự động,Xăng
VinFast LUX SA2.0  2021,18/11/2021,1071000000,2021,SUV,Mới,Trong nước,0,Tp.HCM,Số tự động,Xăng
VinFast LUX SA2.0  2021,18/11/2021,1026000000,2021,SUV,Mới,Trong nước,0,Ninh Bình,Số tự động,Xăng
Suzuki XL7  2021,18/11/2021,589000000,2021,SUV,Mới,Nhập khẩu,0,Khánh Hòa,Số tự động,Xăng
VinFast LUX SA2.0  2021,18/11/2021,826000000,2021,SUV,Mới,Trong nước,0,Bình Định,Số tự động,Xăng
VinFast LUX SA2.0  2021,18/11/2021,826000000,2021,SUV,Mới,Trong nước,0,Hải Phòng,Số tự động,Xăng
VinFast LUX A2.0  2021,18/11/2021,681000000,2021,Sedan,Mới,Trong nước,0,Hà Nam,Số tự động,Xăng
Honda CR-V  2021,18/11/2021,879000000,2021,SUV,Mới,Trong nước,0,Hà Nội,Số tự động,Xăng
Toyota Raize  2021,18/11/2021,527000000,2021,CUV,Mới,Nhập khẩu,0,Hà Nội,Số tự động,Xăng
VinFast LUX SA2.0  2021,18/11/2021,826000000,2021,SUV,Mới,Trong nước,0,Hà Nội,Số tự động,Xăng
Honda CR-V  2021,18/11/2021,998000000,2021,SUV,Mới,Trong nước,0,Hà Nội,Số tự động,Xăng
VinFast LUX SA2.0  2021,18/11/2021,826000000,2021,SUV,Mới,Trong nước,0,Hà Nội,Số tự động,Xăng
Ford Ranger  2021,18/11/2021,616000000,2021,Pick-up Truck,Mới,Nhập khẩu,0,Hà Nội,Số tự động,Diesel
Hyundai Santa Fe  2021,18/11/2021,1010000000,2021,SUV,Mới,Trong nước,0,Lai Châu,Số tự động,
MG ZS  2021,18/11/2021,519000000,2021,SUV,Mới,Nhập khẩu,0,Hà Nội,Số tự động,Xăng
MG ZS  2021,18/11/2021,519000000,2021,SUV,Mới,Nhập khẩu,0,Hà Nội,Số tự động,Xăng
VinFast LUX SA2.0  2021,17/11/2021,826000000,2021,SUV,Mới,Trong nước,0,Hà Nội,Số tự động,Xăng
VinFast LUX SA2.0  2021,17/11/2021,826000000,2021,SUV,Mới,Trong nước,0,Hà Nội,Số tự động,
VinFast LUX SA2.0  2021,17/11/2021,826000000,2021,SUV,Mới,Trong nước,0,Lào Cai,Số tự động,Xăng
VinFast LUX A2.0  2021,17/11/2021,881000000,2021,Sedan,Mới,Trong nước,0,Bắc Giang,Số tự động,Xăng
VinFast LUX A2.0  2021,17/11/2021,881000000,2021,Sedan,Mới,Trong nước,0,Hà Nội,Số tự động,Xăng
VinFast LUX SA2.0  2021,17/11/2021,919000000,2021,SUV,Mới,Trong nước,0,Tp.HCM,Số tự động,Xăng
Mazda CX-5  2021,17/11/2021,809000000,2021,SUV,Mới,Trong nước,0,Hà Nội,Số tự động,Xăng
VinFast LUX SA2.0  2021,17/11/2021,1119000000,2021,SUV,Mới,Trong nước,0,Tp.HCM,Số tự động,Xăng
Mazda CX-5  2021,17/11/2021,809000000,2021,SUV,Mới,Trong nước,0,Thái Bình,Số tự động,Xăng
Ford Ranger XLS 2021,17/11/2021,630000000,2021,Pick-up Truck,Mới,Nhập khẩu,0,Tp.HCM,Số tự động,Diesel
VinFast LUX A2.0  2021,17/11/2021,681000000,2021,Sedan,Mới,Trong nước,0,Bắc Giang,Số tự động,Xăng
Ford Ranger  2021,17/11/2021,650000000,2021,Pick-up Truck,Mới,Trong nước,0,Tp.HCM,Số tự động,Diesel
Ford EcoSport 1.5 Titanium 2020,17/11/2021,555000000,2020,SUV,Đã qua sử dụng,Trong nước,33000,Bình Thuận  ,Số tự động,Xăng
VinFast LUX A2.0  2021,17/11/2021,881000000,2021,Sedan,Mới,Trong nước,0,Vĩnh Phúc,Số tự động,Xăng
Mitsubishi Xpander  2021,17/11/2021,630000000,2021,MPV,Mới,Trong nước,0,Tp.HCM,Số tự động,Xăng
Hyundai Santa Fe  2021,17/11/2021,1030000000,2021,SUV,Mới,Trong nước,0,Hà Nội,Số tự động,Diesel
VinFast LUX A2.0  2021,17/11/2021,881000000,2021,Sedan,Mới,Trong nước,0,Vĩnh Phúc,Số tự động,Xăng
Toyota Vios E MT 2021,18/11/2021,478000000,2021,Sedan,Mới,Trong nước,0,Lào Cai,Số tay,Xăng
Mitsubishi Xpander AT 2021,18/11/2021,630000000,2021,MPV,Mới,Trong nước,0,Quảng Ninh,Số tự động,Xăng
Ford Ranger  XLS AT  2021,18/11/2021,650000000,2021,Pick-up Truck,Mới,Nhập khẩu,0,Vĩnh Phúc,Số tự động,Diesel
Ford Ranger  2021,18/11/2021,650000000,2021,Pick-up Truck,Mới,Nhập khẩu,0,Hải Dương,Số tự động,Diesel
Kia Morning 2017 2017,17/11/2021,300000000,2017,Van/Minivan,Đã qua sử dụng,Nhập khẩu,18000,Hà Nội,Số tự động,Xăng
Suzuki Carry 2021 2021,17/11/2021,280000000,2021,Truck,Mới,Trong nước,0,Hà Nội,Số tay,Xăng
Kia Soluto 2021 2021,17/11/2021,469000000,2021,Sedan,Mới,Trong nước,0,Bắc Giang,Số tự động,Xăng
Suzuki XL7 2021 2021,17/11/2021,535000000,2021,SUV,Mới,Nhập khẩu,0,Hà Nội,Số tự động,Xăng
Hyundai Tucson  2021,17/11/2021,820000000,2021,SUV,Mới,Trong nước,0,Hà Nội,Số tự động,Xăng
Hyundai Santa Fe 2021 2021,17/11/2021,1320000000,2021,SUV,Mới,Nhập khẩu,0,Nam Định,Số tự động,Diesel
Ford Fiesta 2014 2014,16/11/2021,345000000,2014,Hatchback,Đã qua sử dụng,Trong nước,78000,Hà Nội,Số tự động,Xăng
Land Rover Range Rover 2014 2014,16/11/2021,3550000000,2014,SUV,Đã qua sử dụng,Nhập khẩu,55000,Hà Nội,Số tự động,Diesel
BMW 520i 2016 2016,16/11/2021,1290000000,2016,Sedan,Đã qua sử dụng,Nhập khẩu,69000,Hà Nội,Số tự động,Xăng
Toyota Camry 2017 2017,16/11/2021,750000000,2017,Sedan,Đã qua sử dụng,Trong nước,40000,Hà Nội,Số tự động,Xăng
Mitsubishi Xpander 2019 2019,16/11/2021,550000000,2019,SUV,Đã qua sử dụng,Nhập khẩu,22000,Hà Nội,Số tự động,Xăng
Mercedes-Benz E180  2021,18/11/2021,2050000000,2021,Sedan,Mới,Trong nước,0,Tp.HCM,Số tự động,
Volvo XC90  2019,18/11/2021,3599000000,2019,SUV,Đã qua sử dụng,Nhập khẩu,20000,Tp.HCM,Số tự động,Xăng
VinFast LUX SA2.0  2021,18/11/2021,826000000,2021,SUV,Mới,Trong nước,0,Hà Nội,Số tự động,Xăng
Lexus RX 300  2016,18/11/2021,3150000000,2016,SUV,Đã qua sử dụng,Nhập khẩu,70000,Hà Nội,Số tự động,Xăng
MG ZS  2021,18/11/2021,619000000,2021,SUV,Mới,Nhập khẩu,0,Tp.HCM,Số tự động,Xăng
Toyota Camry 2.5Q 2021,18/11/2021,1235000000,2021,Sedan,Mới,Nhập khẩu,0,Đồng Tháp,Số tự động,Xăng
Isuzu D-Max 2.5 4x2  2017,18/11/2021,599000000,2017,Pick-up Truck,Mới,Nhập khẩu,0,Hà Nội,Số tay,Diesel
Isuzu mu-X  2019,18/11/2021,910000000,2019,SUV,Mới,Nhập khẩu,0,Hà Nội,Số tự động,Diesel
Honda CR-V  2021,18/11/2021,1118000000,2021,SUV,Mới,Trong nước,0,Tp.HCM,Số tự động,Xăng
Mercedes-Benz GLC 300  2021,18/11/2021,2499000000,2021,SUV,Mới,Trong nước,0,Tp.HCM,Số tự động,Xăng
VinFast LUX A2.0  2021,18/11/2021,881000000,2021,Sedan,Mới,Trong nước,0,Hà Nội,Số tự động,Xăng
Toyota Innova  2016,18/11/2021,458000000,2016,MPV,Đã qua sử dụng,Trong nước,279087,Hà Nội,Số tự động,Xăng
Land Rover Range Rover  2021,18/11/2021,9700000000,2021,SUV,Mới,Nhập khẩu,0,Hà Nội,Số tự động,Xăng
Land Rover Range Rover  2021,18/11/2021,9700000000,2021,SUV,Mới,Nhập khẩu,0,Tp.HCM,Số tự động,Xăng
Land Rover Range Rover  2021,18/11/2021,9700000000,2021,SUV,Mới,Nhập khẩu,0,Hà Nội,Số tự động,Xăng
Land Rover Range Rover  2021,18/11/2021,9700000000,2021,SUV,Mới,Nhập khẩu,0,Tp.HCM,Số tự động,Xăng
Land Rover Range Rover  2021,18/11/2021,12650000000,2021,SUV,Mới,Nhập khẩu,0,Hà Nội,Số tự động,Xăng
Land Rover Range Rover  2021,18/11/2021,12680000000,2021,SUV,Mới,Nhập khẩu,0,Tp.HCM,Số tự động,Xăng
Land Rover Range Rover  2021,18/11/2021,12680000000,2021,SUV,Mới,Nhập khẩu,0,Hà Nội,Số tự động,Xăng
Land Rover Range Rover  2021,18/11/2021,12699000000,2021,SUV,Mới,Nhập khẩu,0,Hà Nội,Số tự động,Xăng
Land Rover Range Rover  2021,18/11/2021,12699000000,2021,SUV,Mới,Nhập khẩu,0,Tp.HCM,Số tự động,Xăng
Toyota Innova 2.0E 2020,18/11/2021,610000000,2020,MPV,Đã qua sử dụng,Trong nước,16000,Tp.HCM,Số tay,Xăng
Mitsubishi Attrage  2021,18/11/2021,375000000,2021,Sedan,Mới,Nhập khẩu,0,Thái Bình,Số tay,Xăng
Mitsubishi Xpander  2021,18/11/2021,555000000,2021,MPV,Mới,Trong nước,0,Thái Bình,Số tay,Xăng
Toyota Vios  2021,18/11/2021,478000000,2021,Sedan,Mới,Trong nước,0,Bắc Ninh,Số tự động,Xăng
VinFast LUX A2.0  2021,18/11/2021,881000000,2021,Sedan,Mới,Trong nước,0,Hà Nội,Số tự động,Xăng
VinFast LUX SA2.0  2021,18/11/2021,826000000,2021,SUV,Mới,Trong nước,0,Hà Nội,Số tự động,Xăng
VinFast Fadil  2021,18/11/2021,382000000,2021,Hatchback,Mới,Trong nước,0,Hà Nội,Số tự động,Xăng
Subaru Forester  2021,18/11/2021,899000000,2021,SUV,Mới,Nhập khẩu,0,Tp.HCM,Số tự động,Xăng
Ford Everest  2021,18/11/2021,1112000000,2021,SUV,Mới,Nhập khẩu,0,Tp.HCM,Số tự động,Diesel
Ford Ranger  2021,18/11/2021,650000000,2021,Pick-up Truck,Mới,Nhập khẩu,0,Tp.HCM,Số tự động,Diesel
Mazda CX-5  2019,18/11/2021,785000000,2019,SUV,Đã qua sử dụng,Trong nước,21000,Tp.HCM,Số tự động,Xăng
Toyota Fortuner  2021,18/11/2021,1080000000,2021,SUV,Mới,Trong nước,0,Tp.HCM,Số tự động,Diesel
Toyota Corolla Cross  2021,18/11/2021,720000000,2021,SUV,Mới,Trong nước,0,Đồng Nai,Số tự động,Xăng
Hyundai Accent  2021,18/11/2021,532000000,2021,Sedan,Mới,Trong nước,0,Hà Nội,Số tự động,Xăng
Volvo XC90  2019,18/11/2021,3680000000,2019,SUV,Đã qua sử dụng,Nhập khẩu,34000,Hà Nội,Số tự động,Xăng
Hyundai Grand i10  2021,18/11/2021,435000000,2021,Hatchback,Mới,Trong nước,0,Tp.HCM,Số tự động,Xăng
Mercedes-Benz G63  2021,18/11/2021,13100000000,2021,SUV,Mới,Nhập khẩu,0,Hà Nội,Số tự động,Xăng
Mercedes-Benz G63 4.0 V8 2021,18/11/2021,13100000000,2021,SUV,Mới,Nhập khẩu,0,Tp.HCM,Số tự động,Xăng
Bentley Flying Spur  2021,18/11/2021,19850000000,2021,Sedan,Mới,Nhập khẩu,0,Hà Nội,Số tự động,Xăng
Bentley Flying Spur  2021,18/11/2021,19900000000,2021,Sedan,Mới,Nhập khẩu,0,Tp.HCM,Số tự động,Xăng
Mazda CX-5  2014,18/11/2021,555000000,2014,CUV,Đã qua sử dụng,Trong nước,80000,Ninh Bình,Số tự động,Xăng
Jeep Gladiator   2020,18/11/2021,3766000000,2020,Pick-up Truck,Mới,Nhập khẩu,0,Tp.HCM,Số tự động,Xăng
Jeep Wrangler  2021,18/11/2021,3688000000,2021,SUV,Mới,Nhập khẩu,0,Tp.HCM,Số tự động,Xăng
Bentley Flying Spur  2021,18/11/2021,18900000000,2021,Sedan,Mới,Nhập khẩu,0,Hà Nội,Số tự động,Xăng
Mercedes-Maybach GLS 600  2021,18/11/2021,15800000000,2021,SUV,Mới,Nhập khẩu,0,Hà Nội,Số tự động,Xăng
Hyundai Accent  2021,18/11/2021,391000000,2021,Sedan,Mới,Trong nước,0,Hà Nội,Số tự động,Xăng
Ford Everest  2021,18/11/2021,1099000000,2021,SUV,Mới,Nhập khẩu,0,Tp.HCM,Số tự động,Diesel
Isuzu D-Max  2021,18/11/2021,575000000,2021,Pick-up Truck,Mới,Nhập khẩu,0,Tp.HCM,Số tự động,Diesel
Cadillac Escalade  2021,18/11/2021,11300000000,2021,SUV,Mới,Nhập khẩu,0,Hà Nội,Số tự động,Xăng
Isuzu mu-X  2021,18/11/2021,725000000,2021,SUV,Mới,Nhập khẩu,0,Tp.HCM,Số tay,Diesel
Ford Ranger  2021,18/11/2021,610000000,2021,Pick-up Truck,Mới,Nhập khẩu,0,Tp.HCM,Số tay,Diesel
Cadillac Escalade ESV Platinum 2021,18/11/2021,8800000000,2021,SUV,Mới,Nhập khẩu,0,Hà Nội,Số tự động,Diesel
Mitsubishi Xpander  2021,18/11/2021,555000000,2021,MPV,Mới,Nhập khẩu,0,Tiền Giang,Số tay,Xăng
Ford Ranger  Wildtrak 2021,18/11/2021,925000000,2021,Pick-up Truck,Mới,Trong nước,0,Tp.HCM,Số tự động,Diesel
Mercedes-Benz E180  2021,18/11/2021,1800000000,2021,Sedan,Đã qua sử dụng,Trong nước,9000,Đà Nẵng,Số tự động,Xăng
Hyundai Kona  2021,18/11/2021,629000000,2021,SUV,Mới,Trong nước,0,Hà Nội,Số tự động,Xăng
VinFast LUX SA2.0  2021,18/11/2021,826000000,2021,SUV,Mới,Trong nước,0,Hà Nội,Số tự động,Xăng
VinFast LUX SA2.0  2021,18/11/2021,826000000,2021,SUV,Mới,Trong nước,0,Hà Nội,Số tự động,Xăng
Mercedes-Benz S450 Limited 2020,18/11/2021,4169000000,2020,Sedan,Đã qua sử dụng,Trong nước,39000,Đà Nẵng,Số tự động,Xăng
VinFast LUX A2.0  2021,18/11/2021,881000000,2021,Sedan,Mới,Trong nước,0,Hà Nội,Số tự động,Xăng
Honda HR-V  2021,18/11/2021,766000000,2021,SUV,Mới,Nhập khẩu,0,Hà Nội,Số tự động,Xăng
VinFast LUX SA2.0  2021,18/11/2021,1026000000,2021,SUV,Mới,Trong nước,0,Bắc Ninh,Số tự động,Xăng
Hyundai Avante  2012,18/11/2021,349000000,2012,Sedan,Đã qua sử dụng,Nhập khẩu,50000,Tp.HCM,Số tự động,Xăng
BMW 325i  2011,18/11/2021,460000000,2011,Sedan,Đã qua sử dụng,Nhập khẩu,71889,Hà Nội,Số tự động,Xăng
Toyota Highlander Limited AWD 2015,18/11/2021,2050000000,2015,SUV,Đã qua sử dụng,Nhập khẩu,60000,Hà Nội,Số tự động,Xăng
Porsche 911 Carrera 2021,18/11/2021,8800000000,2021,Coupe,Mới,Nhập khẩu,0,Hà Nội,Số tự động,Xăng
Toyota Sienna Limited 3.5  2018,18/11/2021,3580000000,2018,Van/Minivan,Đã qua sử dụng,Nhập khẩu,40000,Tp.HCM,Số tự động,Xăng
Kia Sorento  2013,18/11/2021,535000000,2013,SUV,Đã qua sử dụng,Trong nước,62000,Tp.HCM,Số tự động,Xăng
VinFast LUX SA2.0  2021,18/11/2021,826000000,2021,SUV,Mới,Trong nước,0,Hải Phòng,Số tự động,Xăng
VinFast LUX A2.0  2021,17/11/2021,881000000,2021,Sedan,Mới,Trong nước,0,Hà Nội,Số tự động,Xăng
VinFast LUX A2.0  2021,17/11/2021,881000000,2021,Sedan,Mới,Trong nước,0,Hà Nội,Số tự động,Xăng
Hyundai Accent  2021,17/11/2021,492000000,2021,Sedan,Mới,Trong nước,0,Hà Nội,Số tự động,Xăng
Rolls-Royce Phantom  2014,17/11/2021,28990000000,2014,Sedan,Đã qua sử dụng,Nhập khẩu,13000,Hà Nội,Số tự động,Xăng
VinFast LUX A2.0  2021,17/11/2021,681000000,2021,Sedan,Mới,Trong nước,0,Hà Nội,Số tự động,Xăng
VinFast LUX SA2.0  2021,17/11/2021,1026000000,2021,SUV,Mới,Trong nước,0,Hà Nội,Số tự động,Xăng
VinFast LUX A2.0  2021,17/11/2021,681000000,2021,Sedan,Mới,Trong nước,0,Hà Nội,Số tự động,Xăng
Mercedes-Benz G63  2021,17/11/2021,12800000000,2021,SUV,Mới,Nhập khẩu,0,Hà Nội,Số tự động,Xăng
Audi Q5  2021,17/11/2021,2680000000,2021,SUV,Mới,Nhập khẩu,0,Hải Phòng,Số tự động,Xăng
Audi Q8  2021,17/11/2021,4505000000,2021,SUV,Mới,Nhập khẩu,0,Quảng Ninh,Số tự động,
Audi Q8  2021,17/11/2021,4505000000,2021,SUV,Mới,Nhập khẩu,0,Bắc Ninh,Số tự động,
Audi Q8  2021,17/11/2021,4505000000,2021,SUV,Mới,Nhập khẩu,0,Hà Nội,Số tự động,
Kia Cerato  2018,17/11/2021,550000000,2018,Sedan,Đã qua sử dụng,Trong nước,60000,Hà Nội,Số tự động,Xăng
Porsche Macan  2021,17/11/2021,4250000000,2021,SUV,Mới,Nhập khẩu,0,Quảng Ninh,Số tự động,Xăng
Mitsubishi Outlander 2.0 CVT Premium 2021,17/11/2021,950000000,2021,SUV,Mới,Trong nước,0,Hà Nội,Số tự động,Xăng
VinFast LUX SA2.0  2021,17/11/2021,826000000,2021,SUV,Mới,Trong nước,0,Hà Nội,Số tự động,Xăng
Hyundai Accent  2021,17/11/2021,443000000,2021,Sedan,Mới,Trong nước,0,Hà Nội,Số tay,Xăng
Suzuki Super Carry Pro  2021,17/11/2021,295000000,2021,Truck,Mới,Nhập khẩu,0,Tp.HCM,Số tay,Xăng
Lexus LX 570  2021,17/11/2021,9980000000,2021,SUV,Mới,Nhập khẩu,0,Hải Phòng,Số tự động,Xăng
Mitsubishi Outlander 2.0 CVT Premium 2021,17/11/2021,950000000,2021,SUV,Mới,Trong nước,0,Tp.HCM,Số tự động,Xăng
MG HS  2021,17/11/2021,869000000,2021,SUV,Mới,Nhập khẩu,0,Tp.HCM,Số tự động,Xăng
Hyundai Santa Fe  2021,17/11/2021,1290000000,2021,SUV,Mới,Trong nước,0,Hà Nội,Số tự động,Diesel
Toyota Vios  2021,17/11/2021,531000000,2021,Sedan,Mới,Trong nước,0,Hà Nội,Số tự động,Xăng
Mitsubishi Xpander  2021,17/11/2021,630000000,2021,MPV,Mới,Nhập khẩu,0,Hà Nội,Số tự động,Xăng
Honda City  2018,17/11/2021,510000000,2018,Sedan,Đã qua sử dụng,Trong nước,46000,Hà Nội,Số tự động,Xăng
Mitsubishi Attrage  2021,17/11/2021,375000000,2021,Sedan,Mới,Nhập khẩu,0,Hà Nội,Số tay,Xăng
Hyundai Accent  2019,17/11/2021,495000000,2019,Sedan,Đã qua sử dụng,Trong nước,13000,Hà Nội,Số tự động,Xăng
Toyota Fortuner  2021,17/11/2021,995000000,2021,SUV,Mới,Trong nước,0,Tp.HCM,Số tay,Diesel
Porsche 718 Cayman 2017,17/11/2021,4650000000,2017,Sport Car,Đã qua sử dụng,Nhập khẩu,14000,Hà Nội,Số tự động,Xăng
Lincoln Navigator  2021,17/11/2021,8600000000,2021,SUV,Mới,Nhập khẩu,0,Tp.HCM,Số tự động,Xăng
Toyota Sienna  2021,17/11/2021,4250000000,2021,Van/Minivan,Mới,Nhập khẩu,0,Hà Nội,Số tự động,Hybrid
Lexus LX 570  2021,17/11/2021,9950000000,2021,SUV,Mới,Nhập khẩu,0,Tp.HCM,Số tự động,Xăng
Toyota Fortuner  2021,17/11/2021,1080000000,2021,SUV,Mới,Trong nước,0,Tp.HCM,Số tự động,Diesel
Audi A6  2021,17/11/2021,2570000000,2021,Sedan,Mới,Nhập khẩu,0,Hà Nội,Số tự động,Xăng
Audi Q3  2021,17/11/2021,2120000000,2021,SUV,Mới,Nhập khẩu,0,Hà Nội,Số tự động,Xăng
Ford Ranger Raptor  2021,17/11/2021,1202000000,2021,Pick-up Truck,Mới,Nhập khẩu,0,Lâm Đồng,Số tự động,Xăng
Mercedes-Benz GLC 300 4Matic 2021,17/11/2021,2499000000,2021,SUV,Mới,Trong nước,0,Hà Nội,Số tự động,Xăng
MG ZS  2021,17/11/2021,509000000,2021,SUV,Mới,Nhập khẩu,0,Tp.HCM,Số tự động,Xăng
Suzuki Vitara  2014,17/11/2021,499000000,2014,SUV,Đã qua sử dụng,Nhập khẩu,72889,Hà Nội,Số tự động,Xăng
Kia Morning  2021,17/11/2021,799000000,2021,Hatchback,Đã qua sử dụng,Trong nước,2600,Hà Nội,Số tự động,Xăng
Porsche 718 Cayman  2018,17/11/2021,4850000000,2018,Sport Car,Đã qua sử dụng,Nhập khẩu,25000,Hà Nội,Số tự động,Xăng
Ford Ranger XLS 2021,17/11/2021,670000000,2021,Pick-up Truck,Mới,Nhập khẩu,0,Quảng Bình,Số tự động,Diesel
Toyota Wigo 1.2AT 2021,17/11/2021,385000000,2021,Hatchback,Mới,Nhập khẩu,0,Tp.HCM,Số tự động,Xăng
Ford Everest  2012,17/11/2021,439000000,2012,SUV,Đã qua sử dụng,Trong nước,118000,Tp.HCM,Số tự động,Xăng
Porsche Macan  2016,17/11/2021,2750000000,2016,CUV,Đã qua sử dụng,Nhập khẩu,28000,Tp.HCM,Số tự động,Xăng
Lexus LX 570  2021,17/11/2021,10099000000,2021,SUV,Mới,Nhập khẩu,0,Hà Nội,Số tự động,Xăng
Lexus LX 570  2021,17/11/2021,10099000000,2021,SUV,Mới,Nhập khẩu,0,Tp.HCM,Số tự động,Xăng
Ford Ranger  2021,17/11/2021,616000000,2021,Pick-up Truck,Mới,Nhập khẩu,0,Hà Nội,Số tự động,Xăng
Ford Everest  2021,17/11/2021,1112000000,2021,SUV,Mới,Nhập khẩu,0,Hà Nội,Số tự động,Diesel
MG ZS  2021,17/11/2021,519000000,2021,SUV,Mới,Nhập khẩu,0,Tp.HCM,Số tự động,Xăng
Volkswagen Teramont  2021,17/11/2021,2348000000,2021,SUV,Mới,Nhập khẩu,0,Tp.HCM,Số tự động,Xăng
Ford Everest Sport 2.0L 4x2AT 2021,17/11/2021,1112000000,2021,SUV,Mới,Nhập khẩu,0,Hà Nội,Số tự động,Diesel
Hyundai Accent  2021,17/11/2021,495000000,2021,Sedan,Mới,Trong nước,0,Hà Nội,Số tự động,Xăng
Ford Ranger  2021,17/11/2021,616000000,2021,Pick-up Truck,Mới,Nhập khẩu,0,Hà Nội,Số tự động,Diesel
Cadillac Escalade  2021,17/11/2021,9200000000,2021,SUV,Mới,Nhập khẩu,0,Hà Nội,Số tự động,Diesel
Mercedes-Benz GLC 200  2021,17/11/2021,2079000000,2021,SUV,Đã qua sử dụng,Trong nước,8000,Đà Nẵng,Số tự động,Xăng
Honda Brio  2021,17/11/2021,418000000,2021,Hatchback,Mới,Nhập khẩu,0,Tp.HCM,Số tự động,Xăng
Suzuki XL7  2021,17/11/2021,550000000,2021,SUV,Mới,Nhập khẩu,0,Đà Nẵng,Số tự động,Xăng
Honda City E 2021,17/11/2021,499000000,2021,Sedan,Mới,Trong nước,0,Tp.HCM,Số tự động,Xăng
Lexus RX 350  2019,17/11/2021,4050000000,2019,SUV,Đã qua sử dụng,Nhập khẩu,26000,Hà Nội,Số tự động,Xăng
BMW X5  2007,17/11/2021,595000000,2007,SUV,Đã qua sử dụng,Nhập khẩu,124000,Hà Nội,Số tự động,Xăng
VinFast LUX SA2.0  2021,17/11/2021,1026000000,2021,SUV,Mới,Trong nước,0,Hà Nội,Số tự động,Xăng
Honda City  2019,17/11/2021,495000000,2019,Sedan,Đã qua sử dụng,Trong nước,31000,Hà Nội,Số tự động,Xăng
Ford Ranger  2021,17/11/2021,616000000,2021,Pick-up Truck,Mới,Trong nước,0,Tp.HCM,Số tự động,Diesel
VinFast LUX A2.0  2021,17/11/2021,881000000,2021,Sedan,Mới,Trong nước,0,Hà Nội,Số tự động,Xăng
VinFast Fadil  2021,17/11/2021,382000000,2021,Hatchback,Mới,Trong nước,0,Hà Nội,Số tự động,Xăng
Hyundai Santa Fe  2021,17/11/2021,995000000,2021,SUV,Mới,Trong nước,0,Hà Nội,Số tự động,Diesel
VinFast LUX SA2.0  2021,17/11/2021,1026000000,2021,SUV,Mới,Trong nước,0,Hà Nội,Số tự động,Xăng
Suzuki Ertiga Sport 2021,17/11/2021,485000000,2021,MPV,Mới,Trong nước,0,Hà Nội,Số tự động,Xăng
VinFast LUX SA2.0  2021,17/11/2021,1026000000,2021,SUV,Mới,Trong nước,0,Hà Nội,Số tự động,Xăng
VinFast LUX A2.0  2021,17/11/2021,681000000,2021,Sedan,Mới,Trong nước,0,Hà Nội,Số tự động,Xăng
Nissan Navara  2015,17/11/2021,535000000,2015,Pick-up Truck,Đã qua sử dụng,Nhập khẩu,71909,Hà Nội,Số tự động,Xăng
Lexus LX 570  2009,17/11/2021,2379000000,2009,SUV,Đã qua sử dụng,Nhập khẩu,80000,Tp.HCM,Số tự động,Xăng
Porsche Cayenne  2021,17/11/2021,6399000000,2021,CUV,Mới,Nhập khẩu,0,Hà Nội,Số tự động,Xăng
Land Rover Range Rover  2016,17/11/2021,4750000000,2016,SUV,Đã qua sử dụng,Nhập khẩu,31179,Tp.HCM,Số tự động,Xăng
Porsche Macan  2021,17/11/2021,3990000000,2021,SUV,Mới,Nhập khẩu,0,Hà Nội,Số tự động,Xăng
